project,cohort,rep,label,slot,value_sha256_12,fitness_judged,fitness,failure,fit,support_judged,supported,supported_bool,support_source,propagated_value_differs,module
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,citation,8da0d3343be7,True,0.25,substance,False,False,,,,,Core/other
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,is_tabular,fcbcf165908d,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,total_file_count,f1491b7b9b45,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,total_size_bytes,d445be146c4e,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,keywords,67e5a1a171c9,True,0.9,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,external_resources,78bb95d28eca,True,0.9,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,file_collections,2622f0ff6429,True,0.95,none,True,False,,,,,FileCollection
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,purposes,4ecbf770aafd,True,1.0,none,True,False,,,,,Motivation
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,tasks,6a507b4a2805,True,0.9,none,True,False,,,,,Motivation
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,addressing_gaps,2fa3973adc74,True,1.0,none,True,False,,,,,Motivation
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,creators,27b79a078aea,True,0.95,none,True,False,,,,,Motivation
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,funders,b8b89fcc3769,True,0.97,none,True,False,,,,,Motivation
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,subsets,41eca1c457c1,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,instances,466eb8f82e91,True,0.95,none,True,False,,,,,Composition
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,anomalies,a07f0eebff48,True,0.9,none,True,False,,,,,Composition
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,known_biases,1692ac7d9549,True,1.0,none,True,False,,,,,Composition
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,known_limitations,226dcb9e9806,True,0.98,none,True,False,,,,,Composition
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,confidential_elements,172873a9186c,True,0.85,none,True,False,,,,,Composition
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,content_warnings,b9afc20d880a,True,0.9,none,True,False,,,,,Composition
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,subpopulations,845315bfb67b,True,0.9,none,True,False,,,,,Composition
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,sensitive_elements,fb6adc856075,True,0.9,none,True,False,,,,,Composition
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,relationships,7d6cd740e0c0,True,0.85,none,True,False,,,,,Composition
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,splits,6f5df9f93f31,True,0.95,none,True,False,,,,,Composition
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,acquisition_methods,ffd9dde763e0,True,0.9,none,True,False,,,,,Collection
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,collection_mechanisms,dfbb5774fc8d,True,0.95,none,True,False,,,,,Collection
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,sampling_strategies,2c659c38d55d,True,0.97,none,True,False,,,,,Composition
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,data_collectors,685470595370,True,0.9,none,True,False,,,,,Collection
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,collection_timeframes,a5d7df4cb925,True,0.9,none,True,False,,,,,Collection
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,direct_collection,b6fe6953de2d,True,0.85,none,True,False,,,,,Collection
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,collection_notifications,d9486ab2c3a2,True,0.95,none,True,False,,,,,Ethics
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,collection_consents,3f6687eeae99,True,0.95,none,True,False,,,,,Ethics
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,consent_revocations,543edc651ac6,True,0.95,none,True,False,,,,,Ethics
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,missing_data_documentation,b328e746af35,True,1.0,none,True,False,,,,,Collection
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,raw_data_sources,03c514c1e0af,True,1.0,none,True,False,,,,,Collection
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,ethical_reviews,4b6fcdeea0fb,True,0.9,none,True,False,,,,,Ethics
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,data_protection_impacts,6391b548d199,True,0.5,substance,False,False,,,,,Ethics
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,human_subject_research,6dd835f1f8e6,True,1.0,none,True,False,,,,,Human
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,informed_consent,dca0517e19ff,True,0.95,none,True,False,,,,,Human
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,at_risk_populations,c6699242e393,True,0.9,none,True,False,,,,,Human
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,participant_privacy,e27747a8a4b9,True,0.95,none,True,False,,,,,Human
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,participant_compensation,915323846a41,True,0.92,none,True,False,,,,,Human
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,preprocessing_strategies,8ef0518ced16,True,0.85,none,True,False,,,,,Preprocessing
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,cleaning_strategies,7f697bed8f9d,True,0.85,none,True,False,,,,,Preprocessing
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,labeling_strategies,45c51723d96c,True,0.85,none,True,False,,,,,Preprocessing
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,raw_sources,4c3cfb8237c4,True,0.6,target,False,False,,,,,Preprocessing
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,existing_uses,e3c955e34b05,True,0.6,substance,False,False,,,,,Uses
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,use_repository,59034672b3b9,True,0.65,substance,False,False,,,,,Uses
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,other_tasks,1d4d9edb0450,True,0.7,substance,False,False,,,,,Uses
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,future_use_impacts,4cd100342482,True,0.85,none,True,False,,,,,Uses
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,discouraged_uses,8416011fc4eb,True,0.4,substance,False,False,,,,,Uses
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,intended_uses,e57bb51790f9,True,0.8,form,False,False,,,,,Uses
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,prohibited_uses,754bf867958f,True,1.0,none,True,False,,,,,Uses
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,distribution_formats,98be2e043a5b,True,0.65,target,False,False,,,,,Distribution
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,distribution_dates,f895a9712ce4,True,0.9,none,True,False,,,,,Distribution
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,third_party_sharing,0aa2f60e8f68,True,0.95,none,True,False,,,,,Distribution
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,license_and_use_terms,3ab2a23be32f,True,0.95,none,True,False,,,,,Data_Governance
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,ip_restrictions,9b1b3157ffbd,True,0.9,none,True,False,,,,,Data_Governance
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,regulatory_restrictions,be162409c99d,True,0.95,none,True,False,,,,,Data_Governance
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,maintainers,75ebddb326fd,True,0.9,none,True,False,,,,,Maintenance
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,updates,fcc6a29ab309,True,1.0,none,True,False,,,,,Maintenance
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,retention_limit,ef4ef006daa0,True,0.95,none,True,False,,,,,Maintenance
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,version_access,c153f6e69974,True,0.95,none,True,False,,,,,Maintenance
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,extension_mechanism,6a966e94730c,True,0.8,none,True,False,,,,,Maintenance
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,is_deidentified,c79b8c5f3240,True,0.95,none,True,False,,,,,Composition
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,related_datasets,1e5017f6aed2,True,0.95,none,True,False,,,,,Composition
AI_READI,v1,1,2026-07-28_claude-opus-5-generic_rep1,variables,3671f42f815e,True,0.95,none,True,False,,,,,Variables
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,id,da130464d405,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,name,f2c03c01ed66,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,title,c184f74b4c16,True,1.0,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,description,7499518509ad,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,doi,4e641ded24f0,True,1.0,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,version,9976f8dfb5b1,True,1.0,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,language,50eac10e7966,True,0.95,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,license,a5a6ac161ddf,False,,,,False,,,,,Base (shared descriptive slots)
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,publisher,ddbc28aaf7e8,True,0.95,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,page,79c23e3420a7,True,1.0,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,download_url,79c23e3420a7,True,0.4,target,False,False,,,,,Base (shared descriptive slots)
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,citation,346f31b67e12,True,0.25,substance,False,False,,,,,Core/other
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,conforms_to,bc6d675fd940,True,1.0,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,keywords,886f4c7818c1,True,1.0,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,is_tabular,fcbcf165908d,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,total_file_count,f1491b7b9b45,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,total_size_bytes,d445be146c4e,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,external_resources,e28a292332c9,True,0.85,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,file_collections,5af7d038fbfa,True,0.95,none,True,False,,,,,FileCollection
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,purposes,edad11fca663,True,0.9,none,True,False,,,,,Motivation
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,tasks,584de6b723fd,True,0.9,none,True,False,,,,,Motivation
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,addressing_gaps,fd63254f5867,True,1.0,none,True,False,,,,,Motivation
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,creators,4b8af4df6fd0,True,0.9,none,True,False,,,,,Motivation
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,funders,65ac5ea4a4f9,True,0.97,none,True,False,,,,,Motivation
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,subsets,958c2dd4ebb0,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,instances,56fbde77ff1a,True,0.95,none,True,False,,,,,Composition
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,anomalies,dc2c6509d304,True,0.95,none,True,False,,,,,Composition
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,known_biases,d7208407bf7d,True,1.0,none,True,False,,,,,Composition
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,known_limitations,13361562862d,True,0.97,none,True,False,,,,,Composition
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,confidential_elements,3fafc20e69f5,True,0.78,none,True,False,,,,,Composition
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,content_warnings,5a6b4adb3b8f,True,0.8,none,True,False,,,,,Composition
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,subpopulations,6c3c76247981,True,0.75,form,False,False,,,,,Composition
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,sensitive_elements,1e6ddd9ef4af,True,0.75,form,False,False,,,,,Composition
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,relationships,62412e938b40,True,0.8,none,True,False,,,,,Composition
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,splits,94de51fd5320,True,0.95,none,True,False,,,,,Composition
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,acquisition_methods,53e7b91342b7,True,0.8,none,True,False,,,,,Collection
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,collection_mechanisms,a2b360bed7e6,True,0.95,none,True,False,,,,,Collection
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,sampling_strategies,beb7f9b86968,True,0.97,none,True,False,,,,,Composition
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,data_collectors,02b57a2a6b30,True,0.95,none,True,False,,,,,Collection
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,collection_timeframes,5ba8085cea4f,True,0.95,none,True,False,,,,,Collection
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,direct_collection,5003de4a95e9,True,0.9,none,True,False,,,,,Collection
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,collection_notifications,794d37c0f90a,True,0.95,none,True,False,,,,,Ethics
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,collection_consents,6d52fc93efb6,True,0.95,none,True,False,,,,,Ethics
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,consent_revocations,f2da629d716a,True,0.95,none,True,False,,,,,Ethics
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,missing_data_documentation,3fc594e7e9c8,True,1.0,none,True,False,,,,,Collection
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,raw_data_sources,6d6a5c897ada,True,1.0,none,True,False,,,,,Collection
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,ethical_reviews,7d6acc1eaa1f,True,0.92,none,True,False,,,,,Ethics
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,data_protection_impacts,737279cd2ca5,True,0.6,substance,False,False,,,,,Ethics
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,human_subject_research,dc2f940f6022,True,1.0,none,True,False,,,,,Human
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,informed_consent,a46f95c06742,True,0.95,none,True,False,,,,,Human
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,at_risk_populations,94b036818f51,True,0.85,none,True,False,,,,,Human
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,participant_privacy,bd0cc521c330,True,1.0,none,True,False,,,,,Human
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,participant_compensation,c51846a31877,True,0.95,none,True,False,,,,,Human
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,preprocessing_strategies,ed03a4713932,True,0.9,none,True,False,,,,,Preprocessing
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,cleaning_strategies,d38c071c16d5,True,0.95,none,True,False,,,,,Preprocessing
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,labeling_strategies,be6856bbc7a4,True,0.6,substance,False,False,,,,,Preprocessing
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,raw_sources,0ccf72737c66,True,0.45,target,False,False,,,,,Preprocessing
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,existing_uses,9ddf2e424f59,True,0.4,substance,False,False,,,,,Uses
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,use_repository,18845fe5f16d,True,0.6,substance,False,False,,,,,Uses
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,other_tasks,7dfc2df52efc,True,0.75,form,False,False,,,,,Uses
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,future_use_impacts,1caef8230b59,True,0.72,target,False,False,,,,,Uses
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,discouraged_uses,4850611b8f50,True,0.8,none,True,False,,,,,Uses
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,intended_uses,f4d2dea76531,True,0.8,form,False,False,,,,,Uses
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,prohibited_uses,f9499ad50717,True,0.7,form,False,False,,,,,Uses
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,distribution_formats,a85dd0088b36,True,0.85,none,True,False,,,,,Distribution
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,distribution_dates,fd283024d740,True,0.8,form,False,False,,,,,Distribution
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,third_party_sharing,ed23d7ea44eb,True,0.95,none,True,False,,,,,Distribution
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,license_and_use_terms,d1c99aaa2f30,True,0.95,none,True,False,,,,,Data_Governance
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,ip_restrictions,22ef0062cbd4,True,0.95,none,True,False,,,,,Data_Governance
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,regulatory_restrictions,cead379fa3dd,True,0.85,none,True,False,,,,,Data_Governance
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,maintainers,4ad1c84ba44b,True,0.9,none,True,False,,,,,Maintenance
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,updates,06db46df04e7,True,1.0,none,True,False,,,,,Maintenance
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,retention_limit,01d56b4b6bf1,True,0.95,none,True,False,,,,,Maintenance
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,version_access,d7a74240c840,True,1.0,none,True,False,,,,,Maintenance
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,extension_mechanism,cad93b0dec3e,True,0.85,none,True,False,,,,,Maintenance
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,is_deidentified,8d0cd2c9b9ca,True,0.95,none,True,False,,,,,Composition
AI_READI,v1,2,2026-07-28_claude-opus-5-generic_rep2,related_datasets,1afb311d3318,True,0.97,none,True,False,,,,,Composition
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,id,da130464d405,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,name,c184f74b4c16,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,title,c184f74b4c16,True,1.0,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,description,2488f3b99bf3,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,doi,4e641ded24f0,True,1.0,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,version,9976f8dfb5b1,True,1.0,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,status,dd2653c12a35,True,1.0,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,language,50eac10e7966,True,0.95,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,publisher,dfc6b429324a,True,0.95,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,page,79c23e3420a7,True,1.0,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,license,47c0506c782d,True,0.75,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,created_by,7f7302c199c0,True,1.0,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,conforms_to,8f6d419584dd,True,0.95,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,conforms_to_schema,598fc4b4ea75,True,0.75,form,False,False,,,,,Base (shared descriptive slots)
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,citation,94c345ebff9c,True,0.25,substance,False,False,,,,,Core/other
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,is_tabular,fcbcf165908d,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,total_file_count,f1491b7b9b45,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,total_size_bytes,d445be146c4e,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,keywords,33918647deda,True,1.0,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,external_resources,a807110d32e0,True,0.9,none,True,False,,,,,Base (shared descriptive slots)
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,file_collections,d8b73fafaa4b,True,0.95,none,True,False,,,,,FileCollection
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,purposes,68c55a9b53f0,True,1.0,none,True,False,,,,,Motivation
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,tasks,62c3a3f1b983,True,0.95,none,True,False,,,,,Motivation
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,addressing_gaps,3fed60e4efc7,True,1.0,none,True,False,,,,,Motivation
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,creators,f7dc734904ec,True,0.85,none,True,False,,,,,Motivation
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,funders,17622bd5ff43,True,0.9,none,True,False,,,,,Motivation
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,subsets,c5b0d6de0d7c,True,1.0,none,True,False,,,,,Core/other
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,instances,2f3aae24b08e,True,0.95,none,True,False,,,,,Composition
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,anomalies,cb24042c7c9a,True,0.7,form,False,False,,,,,Composition
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,known_biases,81dc88e35197,True,1.0,none,True,False,,,,,Composition
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,known_limitations,8cffa4d0c25a,True,0.98,none,True,False,,,,,Composition
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,confidential_elements,08918c4db46b,True,0.85,none,True,False,,,,,Composition
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,content_warnings,97923ae55ebe,True,0.7,substance,False,False,,,,,Composition
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,subpopulations,0839619b1a22,True,0.75,form,False,False,,,,,Composition
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,sensitive_elements,2234a8c1cdd4,True,0.65,form,False,False,,,,,Composition
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,relationships,409c7cc7cd1b,True,0.8,none,True,False,,,,,Composition
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,splits,8d9698de827b,True,0.85,none,True,False,,,,,Composition
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,acquisition_methods,54fe0b6b0ea0,True,0.85,none,True,False,,,,,Collection
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,collection_mechanisms,2129c7d848ea,True,0.95,none,True,False,,,,,Collection
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,sampling_strategies,a8518b255472,True,0.97,none,True,False,,,,,Composition
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,data_collectors,6c0a1eb7353a,True,0.8,none,True,False,,,,,Collection
AI_READI,v1,3,2026-07-28_claude-opus-5-generic_rep3,collection_timeframes,d2668bb84314,True,0.9,none,True,False,,,,,Collection
