project,method,type,file,total_score,max_score,percentage,cat1_structural,cat2_metadata,cat3_technical,cat4_fairness,question_scores
AI_READI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/AI_READI/docs_aireadi_org_docs-2_row8_d4d.yaml,10,84,11.9,8,1,0,1,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
AI_READI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/AI_READI/RePORT ⟩ RePORTER - AI-READI_d4d.yaml,10,84,11.9,8,1,0,1,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
AI_READI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/AI_READI/fairhub_row10_d4d.yaml,6,84,7.1,3,1,0,2,"Q1:0/5,Q2:3/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:1/1"
AI_READI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/AI_READI/doi_row9_d4d.yaml,6,84,7.1,0,1,3,2,"Q1:0/5,Q2:0/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:3/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:1/1"
AI_READI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/AI_READI/docs_aireadi_org_docs-2_row10_d4d.yaml,10,84,11.9,8,1,0,1,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
AI_READI,gpt5,individual,data/d4d_individual/gpt5/AI_READI/fairhub_row10_d4d.yaml,5,84,6.0,3,1,0,1,"Q1:0/5,Q2:3/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
AI_READI,gpt5,individual,data/d4d_individual/gpt5/AI_READI/docs_google_com_document-d_d4d.yaml,0,84,0.0,0,0,0,0,"Q1:0/5,Q2:0/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
AI_READI,gpt5,individual,data/d4d_individual/gpt5/AI_READI/doi_row2_d4d.yaml,2,84,2.4,0,1,0,1,"Q1:0/5,Q2:0/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
AI_READI,gpt5,individual,data/d4d_individual/gpt5/AI_READI/fairhub_d4d.yaml,3,84,3.6,3,0,0,0,"Q1:0/5,Q2:3/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
AI_READI,gpt5,individual,data/d4d_individual/gpt5/AI_READI/fairhub_row13_d4d.yaml,2,84,2.4,0,1,0,1,"Q1:0/5,Q2:0/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
AI_READI,gpt5,individual,data/d4d_individual/gpt5/AI_READI/doi_d4d.yaml,0,84,0.0,0,0,0,0,"Q1:0/5,Q2:0/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
AI_READI,gpt5,individual,data/d4d_individual/gpt5/AI_READI/docs_aireadi_org_docs-2_d4d.yaml,43,84,51.2,10,6,13,14,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:3/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:5/5,Q13:5/5,Q14:0/5,Q15:3/5,Q16:1/1,Q17:3/5,Q18:5/5,Q19:5/5,Q20:0/1"
AI_READI,gpt5,individual,data/d4d_individual/gpt5/AI_READI/doi_row9_d4d.yaml,2,84,2.4,0,1,0,1,"Q1:0/5,Q2:0/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode,concatenated,data/d4d_concatenated/claudecode/CHORUS_d4d.yaml,16,84,19.0,8,1,3,4,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_agent,concatenated,data/d4d_concatenated/claudecode_agent/CHORUS_d4d.yaml,41,84,48.8,10,7,10,14,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:3/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:5/5,Q13:0/5,Q14:0/5,Q15:5/5,Q16:1/1,Q17:5/5,Q18:3/5,Q19:5/5,Q20:0/1"
CHORUS,claudecode_assistant,concatenated,data/d4d_concatenated/claudecode_assistant/CHORUS_d4d.yaml,41,84,48.8,10,7,10,14,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:3/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:5/5,Q13:0/5,Q14:0/5,Q15:5/5,Q16:1/1,Q17:5/5,Q18:3/5,Q19:5/5,Q20:0/1"
CHORUS,gpt5,concatenated,data/d4d_concatenated/gpt5/CHORUS_d4d.yaml,10,84,11.9,10,0,0,0,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/CHoRUS for Equitable AI.txt_d4d.yaml,18,84,21.4,10,1,3,4,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/CHoRUS for Equitable AI - github.txt_d4d.yaml,18,84,21.4,10,1,3,4,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row9_d4d.yaml,33,84,39.3,10,7,8,8,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:3/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:5/5,Q13:0/5,Q14:0/5,Q15:3/5,Q16:1/1,Q17:3/5,Q18:1/5,Q19:3/5,Q20:0/1"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row7_d4d.yaml,33,84,39.3,10,7,8,8,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:3/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:5/5,Q13:0/5,Q14:0/5,Q15:3/5,Q16:1/1,Q17:3/5,Q18:1/5,Q19:3/5,Q20:0/1"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row8_d4d.yaml,33,84,39.3,10,7,8,8,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:3/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:5/5,Q13:0/5,Q14:0/5,Q15:3/5,Q16:1/1,Q17:3/5,Q18:1/5,Q19:3/5,Q20:0/1"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/github_chorus_ai_row9.txt_d4d.yaml,18,84,21.4,10,1,3,4,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/CHoRUS for Equitable AI - github_d4d.yaml,27,84,32.1,10,7,3,7,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:3/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:3/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row8.txt_d4d.yaml,21,84,25.0,10,1,6,4,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:3/5,Q16:1/1,Q17:3/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row9.txt_d4d.yaml,21,84,25.0,10,1,6,4,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:3/5,Q16:1/1,Q17:3/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/CHoRUS for Equitable AI_d4d.yaml,27,84,32.1,10,7,3,7,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:3/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:3/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/github_chorus_ai_row9_d4d.yaml,27,84,32.1,10,7,3,7,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:3/5,Q9:3/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:3/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row7.txt_d4d.yaml,21,84,25.0,10,1,6,4,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:3/5,Q16:1/1,Q17:3/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/CHoRUS_for_Equitable_AI_-_github.txt_d4d.yaml,18,84,21.4,10,1,3,4,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:3/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:0/5,Q19:0/5,Q20:0/1"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/CHoRUS_for_Equitable_AI_github_d4d.yaml,10,84,11.9,8,1,0,1,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
