# URI-level SSSOM - Interface Subset Attributes
# Filtered from comprehensive URI SSSOM to include only interface attributes
# Date: 2026-03-23T23:31:27.021448
# Total interface attributes: 83
# (Out of 268 total D4D attributes)
#
# Status breakdown:
#   free_text: 4
#   mapped: 59
#   novel_d4d: 20
#
# Current slot_uri coverage: 83/83 (100.0%)
# Attributes needing slot_uri: 0/83 (0.0%)
#
# d4d_module: D4D schema module containing this attribute
#
d4d_slot_name	d4d_module	d4d_slot_uri_current	subject_source	predicate_id	d4d_slot_uri_recommended	object_id	object_label	object_source	confidence	mapping_justification	comment	mapping_status	needs_slot_uri	vocab_crosswalk	author_id	mapping_date	mapping_set_id	mapping_set_version	d4d_module
data_collectors	D4D_Collection	d4d:dataCollectors	https://w3id.org/bridge2ai/data-sheets-schema/	skos:relatedMatch	schema:contributor	schema:contributor	contributor	https://schema.org/	0.7	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Collection
data_protection_impacts	D4D_Ethics	d4d:dataProtectionImpacts	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:data_protection_impacts	d4d:data_protection_impacts	data_protection_impacts	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Ethics
description	Unknown	schema:description	https://schema.org/	semapv:UnmappableProperty					0.0	semapv:FreeTextProperty	Free text/narrative field - no slot_uri needed	free_text	no	N/A	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
dialect	D4D_Base	schema:encodingFormat	https://schema.org/	skos:closeMatch	schema:encodingFormat	schema:encodingFormat	encodingFormat	https://schema.org/	0.9	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Base
discouraged_uses	D4D_Uses	d4d:discouragedUses	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	rai:prohibitedUses	rai:prohibitedUses	prohibitedUses	http://mlcommons.org/croissant/RAI/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Uses
distribution_dates	D4D_Distribution	d4d:distributionDates	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	schema:dateCreated	schema:dateCreated	dateCreated	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Distribution
distribution_formats	D4D_Distribution	d4d:distributionFormats	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	evi:formats	evi:formats	formats	https://w3id.org/EVI#	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Distribution
doi	Unknown	dcterms:identifier	http://purl.org/dc/terms/	skos:exactMatch	schema:identifier	schema:identifier	identifier	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
download_url	Unknown	dcat:downloadURL	https://www.w3.org/ns/dcat#	skos:exactMatch	schema:contentUrl	schema:contentUrl	contentUrl	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
encoding	D4D_Base	dcat:mediaType	https://www.w3.org/ns/dcat#	skos:closeMatch	evi:formats	evi:formats	formats	https://w3id.org/EVI#	0.9	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Base
errata	D4D_Maintenance	d4d:errata	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:errata	d4d:errata	errata	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Maintenance
ethical_reviews	D4D_Ethics	d4d:ethicalReviews	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:ethical_reviews	d4d:ethical_reviews	ethical_reviews	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Ethics
existing_uses	D4D_Uses	d4d:existingUses	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	rai:dataUseCases	rai:dataUseCases	dataUseCases	http://mlcommons.org/croissant/RAI/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Uses
extension_mechanism	D4D_Maintenance	d4d:extensionMechanism	https://w3id.org/bridge2ai/data-sheets-schema/	skos:closeMatch	schema:license	schema:license	license	https://schema.org/	0.9	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Maintenance
funders	D4D_Motivation	schema:funder	https://schema.org/	skos:exactMatch	schema:funder	schema:funder	funder	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Motivation
future_use_impacts	D4D_Uses	d4d:futureUseImpacts	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:future_use_impacts	d4d:future_use_impacts	future_use_impacts	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Uses
hash	D4D_Base	dcterms:identifier	http://purl.org/dc/terms/	skos:exactMatch	evi:md5	evi:md5	md5	https://w3id.org/EVI#	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Base
human_subject_research	D4D_Human	d4d:humanSubjectResearch	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:humanSubject	d4d:humanSubject	humanSubject	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Human
imputation_protocols	D4D_Preprocessing	d4d:imputation_protocols	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:imputation_protocols	d4d:imputation_protocols	imputation_protocols	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Preprocessing
informed_consent	D4D_Human	d4d:informedConsent	https://w3id.org/bridge2ai/data-sheets-schema/	semapv:UnmappableProperty					0.0	semapv:FreeTextProperty	Free text/narrative field - no slot_uri needed	free_text	no	N/A	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Human
instances	D4D_Composition	d4d:instances	https://w3id.org/bridge2ai/data-sheets-schema/	skos:relatedMatch	schema:variableMeasured	schema:variableMeasured	variableMeasured	https://schema.org/	0.7	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Composition
intended_uses	D4D_Uses	d4d:intendedUses	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:intended_uses	d4d:intended_uses	intended_uses	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Uses
ip_restrictions	D4D_Data_Governance	d4d:ipRestrictions	https://w3id.org/bridge2ai/data-sheets-schema/	skos:closeMatch	schema:conditionsOfAccess	schema:conditionsOfAccess	conditionsOfAccess	https://schema.org/	0.9	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Data_Governance
is_deidentified	D4D_Base	d4d:isDeidentified	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:is_deidentified	d4d:is_deidentified	is_deidentified	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Base
is_tabular	D4D_Base	schema:encodingFormat	https://schema.org/	skos:narrowMatch	schema:encodingFormat	schema:encodingFormat	encodingFormat	https://schema.org/	0.8	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Base
issued	Unknown	dcterms:issued	http://purl.org/dc/terms/	skos:exactMatch	schema:datePublished	schema:datePublished	datePublished	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
keywords	Unknown	dcat:keyword	https://www.w3.org/ns/dcat#	skos:exactMatch	schema:keywords	schema:keywords	keywords	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
known_biases	D4D_Composition	d4d:known_biases	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:known_biases	d4d:known_biases	known_biases	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Composition
known_limitations	D4D_Composition	d4d:known_limitations	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:known_limitations	d4d:known_limitations	known_limitations	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Composition
labeling_strategies	D4D_Preprocessing	d4d:labelingStrategies	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:labeling_strategies	d4d:labeling_strategies	labeling_strategies	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Preprocessing
language	Unknown	dcterms:language	http://purl.org/dc/terms/	skos:exactMatch	schema:inLanguage	schema:inLanguage	inLanguage	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
last_updated_on	Unknown	dcterms:modified	http://purl.org/dc/terms/	skos:exactMatch	schema:dateModified	schema:dateModified	dateModified	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
license	Unknown	dcterms:license	http://purl.org/dc/terms/	skos:exactMatch	schema:license	schema:license	license	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
license_and_use_terms	D4D_Data_Governance	schema:license	https://schema.org/	skos:closeMatch	schema:license	schema:license	license	https://schema.org/	0.9	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Data_Governance
maintainers	D4D_Maintenance	d4d:maintainers	https://w3id.org/bridge2ai/data-sheets-schema/	skos:relatedMatch	schema:maintainer	schema:maintainer	maintainer	https://schema.org/	0.7	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Maintenance
md5	D4D_Base	dcterms:identifier	http://purl.org/dc/terms/	skos:exactMatch	evi:md5	evi:md5	md5	https://w3id.org/EVI#	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Base
media_type	D4D_Base	dcat:mediaType	https://www.w3.org/ns/dcat#	skos:closeMatch	schema:encodingFormat	schema:encodingFormat	encodingFormat	https://schema.org/	0.9	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Base
missing_data_documentation	D4D_Collection	d4d:missingDataDocumentation	https://w3id.org/bridge2ai/data-sheets-schema/	semapv:UnmappableProperty					0.0	semapv:FreeTextProperty	Free text/narrative field - no slot_uri needed	free_text	no	N/A	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Collection
modified_by	Unknown	dcterms:contributor	http://purl.org/dc/terms/	skos:closeMatch	schema:contributor	schema:contributor	contributor	https://schema.org/	0.9	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
other_tasks	D4D_Uses	d4d:otherTasks	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	rai:dataUseCases	rai:dataUseCases	dataUseCases	http://mlcommons.org/croissant/RAI/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Uses
page	Unknown	dcat:landingPage	https://www.w3.org/ns/dcat#	skos:exactMatch	schema:url	schema:url	url	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
parent_datasets	D4D_Base	schema:isPartOf	https://schema.org/	skos:exactMatch	schema:isPartOf	schema:isPartOf	isPartOf	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Base
path	D4D_Base	schema:contentUrl	https://schema.org/	skos:narrowMatch	schema:contentUrl	schema:contentUrl	contentUrl	https://schema.org/	0.8	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Base
preprocessing_strategies	D4D_Preprocessing	d4d:preprocessingStrategies	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:preprocessing_strategies	d4d:preprocessing_strategies	preprocessing_strategies	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Preprocessing
prohibited_uses	D4D_Uses	d4d:prohibitedUses	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	d4d:prohibited_uses	d4d:prohibited_uses	prohibited_uses	https://w3id.org/bridge2ai/data-sheets-schema/	1.0	semapv:ManualMappingCuration	Novel D4D concept - should use d4d: namespace	novel_d4d	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Uses
publisher	Unknown	dcterms:publisher	http://purl.org/dc/terms/	skos:exactMatch	schema:publisher	schema:publisher	publisher	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	Unknown
purposes	D4D_Motivation	d4d:purposes	https://w3id.org/bridge2ai/data-sheets-schema/	skos:closeMatch	rai:dataUseCases	rai:dataUseCases	dataUseCases	http://mlcommons.org/croissant/RAI/	0.9	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Motivation
raw_data_sources	D4D_Collection	d4d:rawDataSources	https://w3id.org/bridge2ai/data-sheets-schema/	semapv:UnmappableProperty					0.0	semapv:FreeTextProperty	Free text/narrative field - no slot_uri needed	free_text	no	N/A	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Collection
raw_sources	D4D_Preprocessing	d4d:rawSources	https://w3id.org/bridge2ai/data-sheets-schema/	skos:exactMatch	rai:dataCollectionRawData	rai:dataCollectionRawData	dataCollectionRawData	http://mlcommons.org/croissant/RAI/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Preprocessing
regulatory_restrictions	D4D_Data_Governance	d4d:regulatoryRestrictions	https://w3id.org/bridge2ai/data-sheets-schema/	skos:closeMatch	schema:conditionsOfAccess	schema:conditionsOfAccess	conditionsOfAccess	https://schema.org/	0.9	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	true	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Data_Governance
related_datasets	D4D_Base	schema:isRelatedTo	https://schema.org/	skos:exactMatch	schema:isRelatedTo	schema:isRelatedTo	isRelatedTo	https://schema.org/	1.0	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Base
resources	D4D_Base	schema:hasPart	https://schema.org/	skos:relatedMatch	schema:hasPart	schema:hasPart	hasPart	https://schema.org/	0.7	semapv:ManualMappingCuration	Has SKOS alignment to RO-Crate vocabulary	mapped	no	false	https://orcid.org/0000-0000-0000-0000	2026-03-23	d4d-rocrate-uri-comprehensive-v1	1.0	D4D_Base
